CID,Smiles,MeltingPoint,Pressure
8125,CCCCCCC=C,-101.7,
8125,CCCCCCC=C,-102,
8128,C(CCC#N)CC#N,2,
8128,C(CCC#N)CC#N,1,
8128,C(CCC#N)CC#N,1.1111111111111112,
8128,C(CCC#N)CC#N,1.1111111111111112,
8129,CCCCCCCO,-34.6,
8129,CCCCCCCO,-34.1,
8129,CCCCCCCO,-34,
8130,CCCCCCC=O,-43.3,
8130,CCCCCCC=O,-43.3,
8133,CCCCOCCO,-74.8,
8133,CCCCOCCO,-74.8,
8133,CCCCOCCO,-75,
8133,CCCCOCCO,-77.22222222222223,
8133,CCCCOCCO,-77.22222222222223,
8134,COCCOCCO,-70,
8138,COC(=O)CCCCCCCCC=C,27.5,
8139,CCCCCCCCCCCC(=O)OC,5.2,
8139,CCCCCCCCCCCC(=O)OC,5,
8141,CCCCCCCCC,-53.47,
8141,CCCCCCCCC,-51,
8141,CCCCCCCCC,-51,
8141,CCCCCCCCC,-51.111111111111114,
8141,CCCCCCCCC,-51.111111111111114,
8142,CCCCCCCCCl,-57.8,
8144,CCCCCCCCS,-49.2,
8144,CCCCCCCCS,-49,
8144,CCCCCCCCS,-49.44444444444444,
8146,CCOCCOCCO,-76,
8146,CCOCCOCCO,-77.77777777777777,
8148,CCCCNCCCC,-59.5,
8148,CCCCNCCCC,-59,
8149,C(CNCCC#N)C#N,-5.5,
8150,COCCOCCOC,-68,
8150,COCCOCCOC,-68,
8158,CCCCCCCCC(=O)O,12.4,
8158,CCCCCCCCC(=O)O,12.3,
8159,CCCCCCCOC(=O)C,-50,
8160,CCCCOCCOC(=O)C,-64,
8160,CCCCOCCOC(=O)C,-63.333333333333336,
8160,CCCCOCCOC(=O)C,-63.333333333333336,
8163,CCCCCCCCCC(=O)C,15,
8163,CCCCCCCCCC(=O)C,15,
8164,CCCCCCCCOC(=O)C,-38.5,
8165,CCOCCOCCOC(=O)C,-25,
8165,CCOCCOCCOC(=O)C,-25,
8166,CCCCCCCCCCCC(=O)Cl,-17,
8167,CCCCCCCCCCOC(=O)C,-15,
8172,C(COCCOCCO)O,-7,
8172,C(COCCOCCO)O,-6,
8174,CCCCCCCCCCO,7,
8174,CCCCCCCCCCO,6.9,
8174,CCCCCCCCCCO,7,
8175,CCCCCCCCCC=O,-3.9,
8175,CCCCCCCCCC=O,-5,
8176,CCCCCCCCOC=O,-39.1,
8177,CCCCOCCOCCO,-68.1,
8177,CCCCOCCOCCO,-68,
8177,CCCCOCCOCCO,-68.11111111111111,
8178,COCCOCCOCCO,-44,
8179,CCOCCOCCOCC,-45,
8179,CCOCCOCCOCC,-44,
8180,CCCCCCCCCCC(=O)O,28.6,
8181,CCCCCCCCCCCCCCCC(=O)OC,30,
8182,CCCCCCCCCCCC,-9.55,
8182,CCCCCCCCCCCC,-9.6,
8183,CCCCCCCCCCC=C,-35.2,
8183,CCCCCCCCCCC=C,-35,
8184,CCCCCCCCCCCO,19,
8184,CCCCCCCCCCCO,19,
8184,CCCCCCCCCCCO,15.9,
8185,C=CCCCCCCCCCO,-2,
8186,CCCCCCCCCCC=O,-4,
8188,CCCCOCCOCCCC,-69.1,
8188,CCCCOCCOCCCC,-69,
8189,COCCOCCOCCOC,-45,
8190,CCOCCOCCOCCO,-18.7,
8190,CCOCCOCCOCCO,-19,
8193,CCCCCCCCCCCCO,24,
8193,CCCCCCCCCCCCO,24,
8193,CCCCCCCCCCCCO,24,
8193,CCCCCCCCCCCCO,24,
8194,CCCCCCCCCCCC=O,44.5,
8195,CCCCCCCCCCCCS,-7,
8195,CCCCCCCCCCCCS,-8,
8195,CCCCCCCCCCCCS,-7.222222222222222,
8195,CCCCCCCCCCCCS,-9.444444444444445,
8197,C(CNCCNCCNCCN)N,-38,
8199,CCCCCCOCCOCCO,-28,
8199,CCCCCCOCCOCCO,-33.3,
8200,C(COCCOCCOCCO)O,-9.4,
8201,CCCCCCCCCCCCCCCCCC(=O)OC,39.1,
8201,CCCCCCCCCCCCCCCCCC(=O)OC,39.1,
8205,CCCCCCCCCCCCOC(=O)C,1.3,
8206,CCCCCCCCCCCCCCCC(=O)Cl,11.5,
8207,CCCCCCCCCCCCCO,32.5,
8207,CCCCCCCCCCCCCO,32.5,
8207,CCCCCCCCCCCCCO,31,
8209,CCCCCCCCCCCCCCO,37.7,
8209,CCCCCCCCCCCCCCO,39.5,
8212,CCCCCCCCCCCCCCCCCC(=O)Cl,23,
8215,CCCCCCCCCCCCCCCCCCCCCC(=O)O,79.95,
8215,CCCCCCCCCCCCCCCCCCCCCC(=O)O,81,
8221,CCCCCCCCCCCCCCCCCCO,59.5,
8221,CCCCCCCCCCCCCCCCCCO,59.5,
8222,CCCCCCCCCCCCCCCCCCCC,36.48,
8223,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,213,
8223,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C,213.5,
8226,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,172,
8247,CC(=O)NNC1=CC=CC=C1,131,
8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,176.5,
8252,CC=C,-185.3,
8252,CC=C,-185,
8252,CC=C,-185.22222222222223,
8254,COC,-141.5,
8254,COC,-141.5,
8255,CC(=C)C,-140.7,
8255,CC(=C)C,-140.3,
8257,CC(C)(C=C)O,-28,
8257,CC(C)(C=C)O,-28,
8258,CC(C)(C#C)O,2.6,
8259,C(C(Cl)(Cl)Cl)O,19,
8260,CC[Si](Cl)(Cl)Cl,-105.6,
8263,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,-41.4,
8265,C12C(C(=O)OC1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,239,
8265,C12C(C(=O)OC1=O)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,233,
8266,C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O,209,
8268,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,77.5,
8268,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl,77.5,
8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,176,
8271,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,176,
8273,CC1=CC(=CC(=C1O)Br)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4)C)O)Br,241.5,
8275,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,109,
8280,CCC1(C(=O)N(C(=O)O1)C)C,31.5,
8285,C(C(CO)(CO)CO)O,258,
8285,C(C(CO)(CO)CO)O,260,
8286,CCCC[P+](CCCC)(CCCC)CC1=C(C=C(C=C1)Cl)Cl.[Cl-],117,
8289,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,49.39,
8289,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,49.5,
8289,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,50.55555555555556,
8289,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,48.888888888888886,
8295,C(CCl)OP(=O)(OCCCl)OCCCl,-55,
8295,C(CCl)OP(=O)(OCCCl)OCCCl,-51,
8297,CCNC(=O)CSP(=S)(OC)OC,66.1,
8298,CC1CC(CC(C1)(C)C)O,37,
8298,CC1CC(CC(C1)(C)C)O,32,
8299,CC(=O)CO,-17,
8301,C(=C(F)F)(F)F,-131.15,
8301,C(=C(F)F)(F)F,-131.2,
8301,C(=C(F)F)(F)F,-142.5,
8302,C(=C(F)F)(C(F)(F)F)F,-156.5,
8303,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,-2,
8303,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,-2,
8305,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,147,
8305,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,148.5,
8313,C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O,196,
8326,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,255.75,
8326,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O,255,
8330,C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,99.5,
8330,C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,99,
8341,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,304.5,
8341,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)N,302,
8342,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)Cl,195,
8343,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-55,
8343,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-50,
8343,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-50,
8346,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,25,
8346,CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC,-25,
8357,COC1=CC(=CC(=C1OC)OC)C(=O)O,171.5,
8360,CC1(C(=O)N(C(=O)N1Cl)Cl)C,132,
8360,CC1(C(=O)N(C(=O)N1Cl)Cl)C,132.22222222222223,
8360,CC1(C(=O)N(C(=O)N1Cl)Cl)C,132.22222222222223,
8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,42,
8361,C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,43,
8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,24,
8363,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,23.4,
8365,CCOC(=O)C1=CC=CC=C1O,1.3,
8368,CC1=C(C=CC=C1Cl)Cl,25.8,
8368,CC1=C(C=CC=C1Cl)Cl,2.8,
8369,CC1=C(C(=O)C=CO1)O,161.5,
8369,CC1=C(C(=O)C=CO1)O,161.5,
8370,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,228.83,
8370,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,226,
8370,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,231,
8370,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,228.05555555555554,
8371,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,290,
8373,CC1=CC=CC=C1C(=O)O,103.7,
8374,C1=CC=C(C(=C1)C(=O)O)Cl,142,
8375,CC(=O)C1=CC=CC=C1O,5,
8376,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],80.1,
8376,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],80.1,
8376,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],80.88888888888889,
8376,CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],80,
8398,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,123,
8400,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,136,
8400,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,137,
8400,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)O,137,
8404,C1CCC2=CC=CC=C2C1,-35.8,
8404,C1CCC2=CC=CC=C2C1,-35.8,
8405,C1=CC=C2C=NC=CC2=C1,25.75,
8409,C1=CC=C(C(=C1)C(=O)O)SSC2=CC=CC=C2C(=O)O,288.5,
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,137,
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,137.5,
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,137.22222222222223,
8411,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,137.22222222222223,
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,130,
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,131.5,
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,128.88888888888889,
8413,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,128.88888888888889,
8417,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC,144,
8418,C1=CC=C2C=C3C=CC=CC3=CC2=C1,216,
8418,C1=CC=C2C=C3C=CC=CC3=CC2=C1,218,
8418,C1=CC=C2C=C3C=CC=CC3=CC2=C1,216.94444444444446,
8419,COC1=C(C=C(C=C1)C=O)OC,58,
8422,C1=CC=C2C=C(C=CC2=C1)OCC(=O)O,156,
8425,C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O,48.5,
8427,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,117.5,
8427,CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,117.5,
8430,CCCCCCCCCCCC(=O)N(CCO)CCO,38.7,
8430,CCCCCCCCCCCC(=O)N(CCO)CCO,38.5,
8434,CCOC(=O)C1=CC=C(C=C1)O,117,
8434,CCOC(=O)C1=CC=C(C=C1)O,116,
8437,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,-28,
8437,C1=CC=C(C=C1)C(=O)OCCOCCOC(=O)C2=CC=CC=C2,28,
8438,C1OC2=C(O1)C=C(C=C2)C=O,37,
8438,C1OC2=C(O1)C=C(C=C2)C=O,37,
8441,COC(=O)C1=CC=C(C=C1)C(=O)OC,141,
8441,COC(=O)C1=CC=C(C=C1)C(=O)OC,140,
8443,CC1=CC=CC=C1NC(=O)C,110,
8445,CC1=CC(=C(C=C1)OC)N,51.5,
8445,CC1=CC(=C(C=C1)OC)N,51.5,
8446,CC1=NC2=CC=CC=C2S1,14,
8447,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,180,
8447,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,180,
8449,C1=CC(=C(C=C1Cl)Cl)O,45,
8449,C1=CC(=C(C=C1Cl)Cl)O,45,
8452,C1CCC(=O)C1,-51.3,
8452,C1CCC(=O)C1,-58,
8452,C1CCC(=O)C1,-51,
8453,C1CNC(=O)N1,131,
8458,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)O,133.5,
8460,CC1=C(C(=CC=C1)C)OP(=O)(OC2=C(C=CC=C2C)C)OC3=C(C=CC=C3C)C,137.8,
8461,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],70.5,
8461,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],71,
8461,CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],70,
8467,CCOC1=C(C=CC(=C1)C=O)O,76.7,
8467,CCOC1=C(C=CC(=C1)C=O)O,77,
8468,COC1=C(C=CC(=C1)C(=O)O)O,211.5,
8470,B(OC)(OC)OC,-29.3,
8471,CCN(CC)CC,-114.7,
8471,CCN(CC)CC,-114.7,
8471,CCN(CC)CC,-115,
8471,CCN(CC)CC,-115,
8471,CCN(CC)CC,-115,
8472,COP(OC)OC,-78,
8472,COP(OC)OC,-78,
8472,COP(OC)OC,-77.77777777777777,
8472,COP(OC)OC,-77.77777777777777,
8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],162.5,
8481,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)Cl,149,
8489,C1=CC(=CC(=C1)Cl)[N+](=O)[O-],46,
8489,C1=CC(=CC(=C1)Cl)[N+](=O)[O-],44,
8490,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],205.5,
8490,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],205.5,
8490,C1N(CN(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],205,
8491,CC1=C(C=C(C=C1)[N+](=O)[O-])Cl,68,
8492,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N,108,
8494,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],81,
8496,C1=CC(=CC(=C1)C(=O)O)C(=O)O,347,
8496,C1=CC(=CC(=C1)C(=O)O)C(=O)O,346.5,
8497,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,140.5,
8499,COC1=CC=C(C=C1)C(=O)OC,48,
8500,CC1=CC=C(C=C1)C(=O)C,28,
8509,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)Cl,170.5,
8512,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)O,193.8,
8521,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C3=C2C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],175.6,
8530,C1=CC=C2C(=O)C=CC(=O)C2=C1,128.5,
8530,C1=CC=C2C(=O)C=CC(=O)C2=C1,126,
8540,C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,107,
8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,230,
8550,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=CC=CC=C45)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,230.5,
8554,COC(=O)C1=CC=CC=C1C(=O)OC,5.5,
8554,COC(=O)C1=CC=CC=C1C(=O)OC,5.5,
8554,COC(=O)C1=CC=CC=C1C(=O)OC,0,
8554,COC(=O)C1=CC=CC=C1C(=O)OC,5.555555555555555,
8560,C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,-70,
8564,CN(C)CCC1=CC2=C(C(=C1CC(=O)C3=C(C(=C(C=C3)OC)OC)C(=O)O)OC)OCO2,145,
8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,68,
8570,COC1=CC(=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O)O,139.1,
8571,C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O,198.8,
8572,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,144,
8575,CCCCOC(=O)C1=CC=CC=C1C(=O)O,73.5,
8588,CCN1C2=C(C=C(C=C2)N)C3=CC=CC=C31,127,
8593,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,218,
8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,172.5,
8606,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,177.77777777777777,
8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,177,
8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,177,
8607,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,177,
8612,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl,173.5,
8615,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2N,42,
8617,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,124.5,
8617,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,124.5,
8620,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)S,231.5,
8621,CC1=CC(=C(C(=C1Cl)C)Cl)O,95.5,
8623,CC1=CC=CC=C1S(=O)(=O)Cl,10.2,
8630,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,200.5,
8635,COC(=O)C1=CC=CC=C1N,24.4,
8635,COC(=O)C1=CC=CC=C1N,24.5,
8640,C1=CC=C2C(=C1)C=CC=C2N,49.2,
8640,C1=CC=C2C(=C1)C=CC=C2N,50,
8640,C1=CC=C2C(=C1)C=CC=C2N,50,
8640,C1=CC=C2C(=C1)C=CC=C2N,50,
8653,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,78,
8657,CCC1=CC=CC=C1CC,-31.2,
8658,COC1=CC=CC=C1C=O,39,
8663,C1=CC=C2C=C(C=CC2=C1)O,121.6,
8663,C1=CC=C2C=C(C=CC2=C1)O,123,
8663,C1=CC=C2C=C(C=CC2=C1)O,122,
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,108,
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,108,
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,108,
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,107.77777777777777,
8679,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,107.77777777777777,
8680,CCC(C)C1=CC=CC=C1,-82.7,
8686,CC(C(=O)OCCOC1=CC(=C(C=C1Cl)Cl)Cl)(Cl)Cl,49.5,
8689,C1=CC=C(C=C1)NN=NC2=CC=CC=C2,98,
8697,CCCCC(CC)C(=O)O,-59,
8697,CCCCC(CC)C(=O)O,-59,
8697,CCCCC(CC)C(=O)O,-82.77777777777777,
8698,CCCCOC(=O)C1=CC=CC=C1,-22,
8706,C1=CC=C2C(=C1)N=C(S2)N,132,
8711,COC(=O)C(=C)C#N,-40,
8712,CC1=CC=CC=C1S,15,
8712,CC1=CC=CC=C1S,15,
8715,C1=CC(=C(C=C1N)N)O.Cl.Cl,205,
8717,CC1=CC(=C(C=C1C)N)C,68,
8722,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],246,
8722,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],245,
8730,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@H](C(=O)O)N,235.5,
8730,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@H](C(=O)O)N,235.5,
8738,CCCCOC(=O)C(C)O,-28,
8738,CCCCOC(=O)C(C)O,-42.77777777777778,
8738,CCCCOC(=O)C(C)O,-42.77777777777778,
8742,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,183.75,
8742,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,186,
8749,CN(C)C1=CC=C(C=C1)N=O,93,
8755,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],60.5,
8765,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,108.5,
8769,CCN(CCO)CCO,-50,
8773,C(CN(CC(=O)O)CC(=O)O)N(CCO)CC(=O)O,159,
8778,CCCCCCCCCCCCOS(=O)(=O)O,26,
8785,CC(=O)OCC1=CC=CC=C1,-51,
8785,CC(=O)OCC1=CC=CC=C1,-51.3,
8785,CC(=O)OCC1=CC=CC=C1,-51,
8785,CC(=O)OCC1=CC=CC=C1,-51.5,
8794,C1=CC=C(C=C1)CC#N,-23.8,
8794,C1=CC=C(C=C1)CC#N,-23.8,
8800,CN(C)C(=O)NC1=CC=C(C=C1)Cl,171,
8809,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,-31.7,
8814,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,85,
8814,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,84.5,
8816,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-],64.5,
8819,C1CN(CCN1N=O)N=O,158,
8820,C(C#N)C(=O)NN,114.75,
8821,CCOC(=O)C=C,-71.2,
8821,CCOC(=O)C=C,-71.2,
8821,CCOC(=O)C=C,-71,
8821,CCOC(=O)C=C,-71.11111111111111,
8821,CCOC(=O)C=C,-71.11111111111111,
8830,CCCCOC(=O)CCC(=O)OCCCC,-29,
8831,CC(C)COC(=O)CCCCC(=O)OCC(C)C,-20,
8831,CC(C)COC(=O)CCCCC(=O)OCC(C)C,-20,
8836,CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,-47,
8840,CCCCCCC(CCCCCCCCCCC(=O)OC)O,48,
8844,CCOC(=O)CCCCC(=O)OCC,-19.8,
8846,CCCCOC(=O)C=C,-64.6,
8846,CCCCOC(=O)C=C,-64,
8846,CCCCOC(=O)C=C,-63.888888888888886,
8846,CCCCOC(=O)C=C,-63.888888888888886,
8851,CC(C)(C)CC(C)(C)S,-74,
8853,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-80,
8855,CCCC(=O)Cl,-89,
8856,C(CI)C(=O)O,81.5,
8857,CCOC(=O)C,-83.8,
8857,CCOC(=O)C,-83.6,
8857,CCOC(=O)C,-84,
8857,CCOC(=O)C,47.22222222222222,
8857,CCOC(=O)C,-82.77777777777777,
8858,CC(=CC(=O)C)C,-59,
8858,CC(=CC(=O)C)C,-41.5,
8858,CC(=CC(=O)C)C,-41.5,
8858,CC(=CC(=O)C)C,-46.666666666666664,
8858,CC(=CC(=O)C)C,-46.666666666666664,
8864,CCC1=CC(=CC=C1)CC,-83.9,
8868,CCOC(=O)CC(=O)C,-45,
8868,CCOC(=O)CC(=O)C,-45,
8870,C1=CC=C(C=C1)N.Cl,199,
8871,C1=CC(=O)NC=C1,107.8,
8880,CC(=O)NCCO,64,
8881,C(CCl)CCl,-99.5,
8883,CC(C)(C#CC(C)(C)O)O,95,
8892,CCCCCC(=O)O,-3.4,
8892,CCCCCC(=O)O,-3.5,
8893,C1CNCCN1.Cl.Cl,335,
8893,C1CNCCN1.Cl.Cl,335,
8894,C1CCOCC1,-49.2,
8900,CCCCCCC,-90.549,
8900,CCCCCCC,-90.6,
8900,CCCCCCC,-90.55555555555556,
8900,CCCCCCC,-90.55555555555556,
8902,CCCNCCC,-63,
8906,CCCCCCCCCCCCOC(=O)C(=C)C,-20,
8907,CCCCCCCCCCCCCCCC(=O)OC(C)C,13.5,
8907,CCCCCCCCCCCCCCCC(=O)OC(C)C,13.5,
8908,CCCCCCOC(=O)C,-80.9,
8908,CCCCCCOC(=O)C,-81,
8909,CCCCOCCCC,-95.2,
8914,CCCCCCCCCO,-5,
8914,CCCCCCCCCO,-5,
8916,CCCCCCCCCCN,17,
8917,CCCCCCCCCCS,-26.11111111111111,
8918,CCCCCCCCCOC(=O)C,-26,
8929,[C-]#N.[Na+],563,
8929,[C-]#N.[Na+],563.8888888888889,
8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,276,
8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,83,
8944,CCOC(=O)C1(CCN(CC1)CCC2=CC=C(C=C2)N)C3=CC=CC=C3,83,
8946,CC(C)C(C(C)(C)CO)O,51.5,
8948,C[As](=O)(O)O,160.5,
8951,CN(C)C(=S)S[Se](SC(=S)N(C)C)(SC(=S)N(C)C)SC(=S)N(C)C,156,
