CID,Smiles,MeltingPoint,Pressure
44258663,CC(=CCC1=C(C2=C3C(CC4=C2OC5=CC(=CC(=C5C4=O)O)O)C(OC3=C1O)(C)C)O)C,281.5,
44258664,CC(=CCC1=C(C2=C3C(CC4=C2OC5=CC(=CC(=C5C4=O)O)OC)C(OC3=C1O)(C)C)O)C,252,
44258671,CC(C)(C1CC2=C(C3=C(O1)C=C(C=C3)O)OC4=CC(=CC(=C4C2=O)O)OC)O,251.5,
44258672,CC1(CCC2=C(C3=C(O1)C=C(C=C3)O)OC4=CC(=CC(=C4C2=O)O)OC)C,260,
44258710,CC1=CC(=C(C2=C1OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)O,302,
44258711,C1=CC(=C2C(=C1O)C(=O)C(=C(O2)C3=CC(=C(C(=C3)O)O)O)O)O,298.5,
44259051,CC1(C=CC2=C(O1)C=C(C3=C2OC(=C(C3=O)O)C4=CC=C(C=C4)O)O)C,253,
44259965,COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=C(C=C3)O)O)O,285,
44260110,COC1=C(C=C2C(=C1)C=C(O2)C3=C(C=C(C=C3)O)O)OC,179,
44297818,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)CO,175.5,
44338232,C1=CC=C(C(=C1)CC(C(=O)[O-])[NH3+])O,262,
44338426,C=CCC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O,149,
44367445,C([C@@H](C(=O)O)[NH3+])C(=O)[O-],270,
44396085,CC(=CCC/C(=C\CC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C(=CC=C3)O)/C)C,129.5,
44453654,C1CCN(CC1)C(=O)/C=C/C=C/CCCC/C=C/C2=CC3=C(C=C2)OCO3,65,
44546134,CCCC1=CC(=O)OC2=C1C(=C(C(=C2CC=C(C)C)O)C(=O)CCC)O,127.75,
44546135,CCCC1=CC(=O)OC2=C3CC(OC3=C(C(=C12)O)C(=O)CCC)C(C)(C)O,78,
44572330,COC1=C2C(=CC(=C1)O)C=CC3=CC(=C(C=C32)OC)O,193.5,
44575387,COC1=C(C=C2C(=C1)C(=O)C3=C(C=C(C=C3O2)O)O)O,304,
44577222,COC1=C(C=CC(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,120,
44599207,CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O,111.5,
44630107,CC1([C@@H]2CCC1([C@H](C2)O)C)C,202,
44630173,C[C@@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C/C=C\3/C[C@H](CCC3=C)O)C,116.5,
45269778,CC1(C=CC2=CC3=C(C(=C2O1)O)OC4=CC(=CC(=C4C3=O)O)O)C,315,
45359845,CC1=COC2=C1C(=O)C3C(CCC(C3(C2)C)O)(C)O,183.5,
45359902,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC(=O)C4[C@]3(CCC5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)OC(=O)C)C)C)[C@@H]2[C@H]1C)C)C,271,
45782784,COC(=O)CC1(C2=C(C=CC(=C2)O)NC1=O)O,79,
45934446,CC(C)(C=C)C1=C(C=C(C(=C1)/C=C\C(=O)C2=CC=C(C=C2)O)OC)O,101.5,
45934448,CC1C(C(C(O1)(C)/C=C(\C)/C=C\C=C\C=C/C2=C(C(=CC(=O)O2)OC)C)O)(C)O,109,
45934481,COC1=CC(=O)OC(C1)/C=C\C2=CC=CC=C2,106,
46173828,CC(C1=CC=CC=C1)C(C(=O)OC(/C=C/C=C\C=C\C(=O)O)C2(CO2)C)NC(=O)C,168,
46224610,C(CON=C(N)N)[C@@H](C(=O)[O-])[NH3+],184,
46856263,CNCC(C1=CC=C(C=C1)O)OC,183,
46878484,CC(=O)NCC[C@@H](C(=O)[O-])[NH3+],221,
46906714,COC1=CC(=C(C=C1/C=C\C=O)OC)OC,85,
50908588,CCC(C)C(=O)C1=C(C(=C(C2=C1OC(=O)C=C2C(CC)OC(=O)C)O)CC=C(C)C)O,51.5,
51029223,CC(C)C(C(=O)N1CCC2C1C(=O)NC(C(=O)N/C=C/C3=C(C=CC(=C3)O2)OC)CC4=CC=CC=C4)NC(=O)C(C)N(C)C,205,
51136538,CC(=O)/C=C/C1(C(CC(CC1(C)O)O)(C)C)O,68.5,
51340308,CC(C)/C=C/1\C2=NC3=C(C=CC=CO3)C(=O)N2C(C(=O)N1)C(C)C,202,
51352076,CCCCCCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,50.5,
51371498,CC1=CC(=CC=C1)NC2=C(C=[NH+]C=C2)S(=O)(=O)NC(=NC(C)C)[O-],164,
51397980,CC(C)CC(=O)C1=C(C(C(=O)C(C1=O)CC=C(C)C)(CC=C(C)C)CC=C(C)C)O,93,
51670069,C1[C@H](C(=NO1)[O-])[NH3+],147,
52938427,CC(C)OC1=C(C=C(C=C1)C2=NC(=NO2)C3=C4CC[C@@H](C4=CC=C3)NCCO)C#N,135.5,
53297381,C[C@H](C1=NC2=C(S1)C=C(C=C2)F)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C,167,
53396783,CC1=C2COC(=O)C2=C(C3=C1OC4(CCC5(C(OC(=O)CCC5(C4C3)C)(C)C)O)C)OC,285,
53398699,CC(=O)OCC1C(C(C(C(O1)OC2=CC3=C(C=C2)C(=O)C(=CO3)C4=CC=C(C=C4)O)O)O)O,187.5,
53462251,C1C(C(C(C(O1)OC(=O)C2=CC(=C(C=C2)O)O)O)O)O,186,
53462326,CC1=CC(=CC(=C1C(=O)OC2CC3(C2(C(=CC4C3CC(C4)(C)C)C=O)O)C)O)OC,122,
53462368,CC1CC2=C(C1=O)C(=C(C(=C2)C)CCOC)C,45.5,
53462441,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)COC4C(C(C(C(O4)CO)O)O)O,188,
53462519,CC1CC2=CC(=C(C(=C2C1=O)C)CCO)CO,116,
53465568,COC1=CC=CC2=C1NC3=C2C=C(C=C3)C=O,153.5,
53465569,COC1=CC=CC2=C1NC3=C2C=C(C=C3)CO,118,
53467538,C=C/C(=C\NC(=O)C(CC(C(=O)O)N)O)/CO,175,
53477682,C[C@]12CCC3C(C1CC(=O)[C@@H]2O)CC=C4[C@@]3(CC[C@@H](C4)O)C,204,
53477688,C[C@]12CCC3C(C1CC(=O)C2=O)CCC4=C3C=CC(=C4)O,233,
53477696,C[C@H](CCCC(C)C)C1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CCC(C4)O)C)C,169,
53477767,C[C@H]1[C@H]([C@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H](C(O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,262,
53477776,C[C@]12CCC3C(C1CC[C@@H]2O)CCC4=C(C(=O)CC[C@]34C)O,155.5,
53477807,C[C@H](CCCC(C)(C)O)[C@H]1CCC2[C@@]1(CCC3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,172.5,
53754611,CCCC1=CSC(=N1)CC,96,
53854515,C=CCSSSSSSSCC=C,121,
54100766,COC1=C(C(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)OC)OC,169,
54219268,CCCC1CCC(=O)C1=O,56.5,
54470093,C[N+](C)(C)CCOC(=O)C=CC1=CC(=C(C=C1)O)OC,204,
54601877,CC(/C=C\C=C(/C)\C1CNC(C1CC(=O)O)C(=O)O)C(=O)O,213,
54603882,C1=CC=C(C=C1)/C=C\COC(=O)C2=CC=CC=C2N,64,
54670067,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,191,
54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,290,
54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,290,
54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,199,
54676228,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,199,
54676537,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,197.5,
54676537,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,197.5,
54676537,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,197,
54676884,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)C6=CC=CC=C6,216,
54677470,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,254,
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,161,
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,161,
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,161,
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,161.11111111111111,
54678486,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,161.11111111111111,
54678494,CC1=CC(=C(C(=O)O1)C(=O)C)O,109,
54678504,C1CC(C2=CC=CC=C2C1)C3=C(C4=CC=CC=C4OC3=O)O,174,
54678599,CCC(C)C1C(=C(C(=O)N1)C(=O)C)O,74.75,
54679630,C1=CC2=C(C=C1O)OC(=O)C=C2O,282,
54680692,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,179.5,
54680692,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,179.5,
54682461,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4,87.5,
54682651,CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(C3=CC=CC=C3OC2=O)O,170,
54684273,CCCC(=O)C1=C(C=C(OC1=O)C)O,58,
54685524,CCOC(=O)C(C1=C(C2=CC=CC=C2OC1=O)O)C3=C(C4=CC=CC=C4OC3=O)O,153.5,
54688597,CN1C2=CC=CC=C2C(=C(C1=O)CC3=C(C4=CC=CC=C4N(C3=O)C)O)O,296.5,
54689800,CC(=O)CC(C1=CC=CO1)C2=C(C3=CC=CC=C3OC2=O)O,124,
54695756,CC1=CC(=C(C(=O)O1)C(=O)CCC(C)C)O,41.3,
54698175,C1C(CC2=CC=CC=C2C1C3=C(C4=CC=CC=C4OC3=O)O)C5=CC=C(C=C5)OCC6=CC=C(C=C6)C(F)(F)F,167,
54709865,CCC1=C(C(=C(C(=O)O1)CC2=C(C(=C(OC2=O)CC)C)O)O)C,219,
54714260,CC1=C2C(=CC=C1)OC(=O)C(=C2O)CC3=C(C4=C(C=CC=C4OC3=O)C)O,268,
54726191,C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O,191.5,
54730624,C1=CC(=CC=C1/C(=C\2/C(=C(C(=O)O2)C3=CC(=C(C=C3)O)O)O)/C(=O)O)O,295,
55272645,CC(C)CCC1=CC2=C(N1)N=CC=C2,150.5,
55296073,CCCCCC1=NC=C(S1)C,114,
56658060,COC1=C(C=CC(=C1)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,230,
56776263,C/C=C(/C)\C(=O)OC1C(OC2=C1C3=C(C=C2)C=CC(=O)O3)C(C)(C)OC(=O)CC(C)C,68.5,
56972723,C/C=C\C1=NCCCC1,113,
57240436,CCCCCCCC1=NC2=CC=CC=C2S1,101,
57351134,CCCCCCOC(=O)C(C)CC=C,97.82,
57358374,CC1C(OC(O1)C2=CC(=C(C=C2)O)OC)C,50,
57397079,CCC(C)C(C(=O)[O-])[NH3+],275,
57457805,CC1(CCCC2(C1CCC3(C2C/C=C\4/CCOC4=O)CO3)C)C,125.75,
57483158,CC(C)OC(=O)C(CC(=O)O)(CC(=O)O)O,127,
57509397,CC(=C)C1CCC(C2CCC(C2C1)(C)O)(C)O,135,
57689797,C([C@@H](C(=O)[O-])[NH3+])OP(=O)(O)O,170.5,
57965774,CC(C)C(=O)C1C(=O)C(=C(C(C1=O)(CC=C(C)C)CC=C(C)C)O)CC=C(C)C,92.5,
58557659,CC[C@@H]1CN(C[C@@H]1C2=CN=C3N2C4=C(NC=C4)N=C3)C(=O)NCC(F)(F)F,17.5,
58661804,CC1=CN2C=CC=C2N=N1,78.5,
58663891,C1=CC(=C(C=C1CC(C(=O)[O-])[NH3+])O)O,270,
58855793,C[C@H](/C=C/[C@H](C)C(C)C)C1CCC\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,116.5,
59039607,CC(=O)/C=C\C1=CC(=C(C=C1)O)OC,129.5,
59066632,C(C[C@@H](C(=O)[O-])[NH3+])CC(=O)O,197,
59111271,C1=CC(=CC(=C1)[O-])CC[NH3+],164.5,
59951973,C1C(ONC1=O)C(C(=O)[O-])[NH3+],207,
60123241,CC[C@H](CC[C@@H](C)C1CCC2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C)C(C)C,95.75,
67233312,COC1=C(C=C(C=C1)C2C(CC3=C(O2)C=C(C=C3OC)OC)O)O,125,
67233966,COC1=C(C=C(C=C1)C2C(CC3=C(C=C(C=C3O2)OC)O)O)O,143,
67261902,CC1=C(C(=C(C2=C1OC3=C(C2=O)C(=C(C=C3)CC=C(C)C)O)O)CC=C(C)C)O,175,
67261975,CC(=CCC1=C(C=CC2=C1C(=O)C3=C(O2)C=C(C(=C3O)CC=C(C)C)O)C(=O)O)C,205,
67375559,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,175,
68590513,C1=C(C(=CO1)C(=O)O)CC(C(=O)O)N,227.5,
68597137,CC(=O)OC1=C(C=C(C=C1OC)OC)OC,100,
69523059,CN1CCC2=CC(=C(C3=C2C1CC4=CC5=C(C=C43)OCO5)OC)O,85,
69698813,CC1CC(C(=O)C1=O)(C)C,87.5,
70378439,C1=CC=C(C=C1)CCNC(=O)C(C(C2=CC=CC=C2)O)O,151.5,
70689919,CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(O2)C=C(C=C3)O)CC=C(C)C)O)C,224.5,
71019045,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)C1CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C,233,
71307295,COC1=CC2=C(CC(C(O2)C3=CC4=C(C=C3)OCO4)O)C(=C1)OC,163,
71308193,C[C@H](C=C[C@H](C)C(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C/C=C/3\C[C@H](CCC3=C)O)C,116.5,
71317588,CC1=C(C(=CC(=C1Cl)OC)O)C(=O)OC2CC3(C2=C(C(C4C3CC(C4)(C)C)O)CO)C,133,
71347088,CCCCCCCCCC(=O)C1=CN=CC(=C1)C,208,
71391212,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)OC)OC)O,65.75,
71435886,COC1CC2C(O1)OC3=CC(=C4C5=C(C(=O)CC5)C(=O)OC4=C23)OC,240,
71436829,CCCC1=CC(=O)OC2=C1C(=C3CC(C(OC3=C2C(=O)CC(C)C)(C)C)O)O,210.5,
71436830,CCCC1=CC(=O)OC2=C1C(=C(C(=C2CC=C(C)C)O)C(=O)C(C)CC)O,115.5,
71436842,CCCC1=CC(=O)OC2=C(C(=C3CC(OC3=C12)C(C)(C)O)O)C(=O)CCC,130.5,
71437252,C=C1CC(C2C(C3C1CC(=O)C3=C)OC(=O)C2=C)OC(=O)C(=C)CO,126,
71437670,CC(C(C1=CC(=C(C=C1)OC)OC)O)OC2=C(C=C(C=C2OC)CC=C)OC,65.5,
71437947,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C4=C(O3)C5=CC(=C(C=C5OC(=C(C)C)C4)O)O)C=CC(O2)(C)C)C,231,
71438014,CCCC1=CC(=O)OC2=C1C(=C(C(=C2C(=O)CCC)O)CC=C(C)C)O,132.5,
71438153,C1=CC(=CC=C1C2C(=O)C(=C(C2=O)O)C3=CC=C(C=C3)O)O,240,
71438319,CC(CO)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O,179,
71438923,COC1=C2C=CC(=C1)CCCCC(=O)CC(C3=CC(=C(C=C3)O)O2)O,183.5,
71586903,CC(=C)C(CC(=O)O)CC(=O)O,110,
71602803,CC(C)N1C(=CC=N1)C2=C(C=CC=N2)COC3=CC=CC(=C3C=O)O,81,
71677620,C1CN(CC[NH2+]1)C(=S)[S-],226,
72703226,COC1=C(C=C(C=C1)C2CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC,177.5,
72795147,CN1CCC2=CC(=C(C(=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C(=O)OC)O)OC5=C(C=C6CCN(C(=O)C6=C5)C)OC)OC)OC,133,
72950888,C[C@@H](C1=C(C(=O)C2=C(O1)C=CC(=C2)F)C3=CC(=CC=C3)F)N4C5=NC=NC(=C5C(=N4)C6=CC(=C(C=C6)OC(C)C)F)N,140.5,
72996596,CC(C)C1=C(C2=C(C(=C1)C=O)C3(CCCC(C3C=O)(C)C)C(=O)O2)O,225,
73009474,CC(C)C(=O)C1=C(C=C(C=C1OC2C(C(C(C(O2)CO)O)O)O)O)O,118,
73074609,COC1=C(C=CC(=C1)C2C3C4=C(O2)C=CC5=C4C(=CN5)CCNC3=O)O,283.25,
73124019,CN1CCC2(C1NC3=CC=CC=C32)O,91.5,
73157059,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,264,
73157749,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC3=CC(=CC(=C3O)O)C(=O)O)O)O)O,262,
73157750,C1=C(C=C(C(=C1O)OC2C(C(C(C(O2)COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O)O)C(=O)O,193,
73189506,CC1C(CCC2C1(CC3=C(C(=O)OC3C2)C)C)O,168.5,
73193397,CC12C(O1)C(OC2O)C3=C(C=CC4=C3OC(=O)C=C4)OC,201.5,
73193398,CC(C)(C1C(C2=C(O1)C=C(C3=C2N(C4=C(C3=O)C=CC=C4O)C)O)C5=C(C=C6C(=C5O)C(=O)C7=C(N6C)C(=C(C=C7)OC)OC)OC)O,335.5,
73202223,CC1(C2CCC(=C)C(C2(CCC1O)C)COC3=CC(=O)OC4=CC=CC=C43)C,177,
73330464,COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,104,
73352644,C1=CC2=C(C=C1/C=C/C=O)OC(C(O2)CO)C3=CC4=C(C=C3)OC(C(O4)CO)C5=CC(=C(C=C5)O)O,259,
73656854,CC12CCC3C(C1(C(=C)CCC2O)O)OC(=O)C3=C,205.5,
73715454,CC(C1C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC=C(C=C4)O)O)O)O)O,232.5,
73811122,CC(=O)C1=CC(=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O)CCO,177,
73813822,CN1CCC2=CC(=C(C=C2C1)OC3=C4C(N(CCC4=CC(=C3O)OC)C)C(C5=CC(=C(C=C5)O)O)O)OC,193.5,
73815070,CC(=C)C1CCC(CC1)COC2C(C(C(C(O2)CO)O)O)O,126,
73818214,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=O)C(=C4C(=C3)C=C(C(=C4O)O)O)O)O,203.5,
73819907,CC(C)CC1CC2(CCC3(C2C3)C(C)C)OC4=C(C(=C(C(=C14)O)C=O)O)C=O,120,
73822598,C1C(C(OC2=CC3=C(C(C(O3)CC4=C(C=C(C=C4O)O)O)C5=CC(=C(C=C5)O)O)C(=C21)O)C6=CC(=C(C=C6)O)O)O,272.5,
73828339,CC1CC(CC2C1(CC(CC2=O)C(=C)C)C)O,73.5,
73829914,C1=C(C=C(C(=C1O)O)OS(=O)(=O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,236,
73829938,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)OC4C(C(C(C(O4)CO)O)O)O,212,
73829966,COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=CC(=C(C=C3)O)O)C4C(C(C(C(O4)CO)O)O)O,259.5,
73829986,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)OS(=O)(=O)O)O)O,239,
73829990,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C4=C(C=C3O2)OCO4)O)OC)OC5C(C(C(C(O5)C(=O)O)O)O)O,166.5,
73981563,C1=CC=C(C(=C1)CCC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,144.5,
73981627,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)OC4C(C(C(C(O4)CO)O)O)O)O,222.5,
73981646,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O)OC4C(C(C(C(O4)CO)O)O)O)O,203.5,
73981696,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,254,
73981752,COC1=C(C(=C2C=CC(=O)OC2=C1)OC3C(C(C(C(O3)CO)O)O)O)OC,206,
74027046,COC1=CC=C(C=C1)C2=C3C(C(C(C4=CC=CC(=C43)C=C2)O)O)O,105,
74039602,CC1C2CCC(C3=C(C2OC1=O)C(CC3=O)(C)O)(C)O,161,
74083239,COC1=CC=C(C=C1)COC2C(C(C(C(O2)CO)O)O)OS(=O)(=O)O,150,
74095080,CC1=C2COC(=O)C2=C(C3=C1OC4(CCC5(C(C(=O)CCC5(C4C3)C)(C)C)O)C)OC,207.5,
74413607,CC(=O)OCCC(C(=O)[O-])[NH3+],200,
74490567,C1C(C(OC2=CC(=CC(=C21)O)OC(=O)C3=CC(=C(C(=C3)O)O)O)C4=CC(=C(C=C4)O)O)O,166.5,
74819383,COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(CO4)O)O)O)O,141,
74830193,CC1(C=CC2=C(O1)C=CC3=C2OCC(C3)C4=C(C=C(C=C4)O)OC)C,125,
74975865,CC(C)C1=CC2=CC3C4C(CCCC4(C2=C(C1=O)O)C(=O)O3)(C)C,146,
74977424,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)O,240,
74977604,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O)O)O,215,
74977669,CC(=O)OC1C(C(C(OC1C(=O)O)OC2=C(C=CC(=C2)C3=CC(=O)C4=C(C=C(C=C4O3)O)O)O)O)O,225,
74977744,COC1=CC(=CC(=C1O)O)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O,219.5,
74977751,COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O,1.5,
74977829,CC1C(C(C(C(O1)OC2=C(C(=CC3=C2C(=O)C=C(O3)C4=CC=CC=C4)O)OC)O)O)O,327,
74977917,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)CO)O)O)OS(=O)(=O)O,180,
74977979,CC1C(C(C(C(O1)OC2=C(C=C3C(=C2)OC(=C(C3=O)O)C4=CC=C(C=C4)OC)O)O)O)O,300.5,
74978064,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C=C(C=C3OC4C(C(C(C(O4)CO)O)O)O)O)O)O,213,
74978193,C1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)O)O)O)O)O)O,246,
74978295,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4C)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)O,192,
74978302,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)OC(=O)C,175,
74978315,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)COC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)O)O)O,238,
74978350,COC1=CC(=CC2=C1C(=O)C(=C(O2)C3=CC(=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,196.5,
74978486,COC1=C(OC2=CC3=C(C(=C2C1=O)O)OCO3)C4=CC(=C(C=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O)O,197.5,
75051748,COC1=C(C=CC(=C1)CC=C)OC2C(C(C(C(O2)COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O,207.5,
75072039,CC(=O)C1=C(C=C(C=C1OC2C(C(C(C(O2)CO)O)O)O)OC)O,201.5,
75072282,COC1=C(C2=C(CCC(O2)C3=CC(=C(C(=C3)OC)OC)OC)C=C1)O,154,
75072285,COC1=C(C2=C(CCC(O2)C3=CC(=C(C(=C3)OC)OC)O)C=C1)O,153,
75072286,COC1=CC(=CC(=C1OC)O)C2CCC3=C(O2)C(=C(C=C3C4=CC(=C(C5=C4CCC(O5)C6=CC(=C(C(=C6)OC)OC)OC)O)OC)OC)O,228,
75072287,COC1=CC(=CC(=C1OC)O)C2CCC3=C(O2)C(=C(C=C3C4=CC(=C(C5=C4CCC(O5)C6=CC(=C(C(=C6)OC)OC)O)O)OC)OC)O,211,
75306307,COC1=C(C2=C(C=C1CC=C)OCO2)OC3C(C(C(C(O3)CO)O)O)O,164.5,
75629634,CC1=C(C(=CC(=C1Cl)OC)O)C(=O)OC2CC3(C2(C(=CC4C3CC(C4)(C)C)C=O)O)C,133,
76223581,CCCC(=C)C(C(=O)O)N,171,
76390859,C1OC2=C(O1)C(=C3C(=C2)OC(C(C3=O)O)C4=CC=CC=C4)O,179.5,
76551322,CC1=CC2=C(C(=O)C(C(C2=CO1)O)(C)O)C,209,
76801427,CC(=CC(=O)OC1C(OC2=C1C3=C(C=C2)C=CC(=O)O3)C(C)(C)OC(=O)C=C(C)C)C,119.5,
76900148,C[C@@H]1C(=O)O[C@@H]2C[C@]1([C@@H]3C(=O)[C@]4([C@@H]5CC=C6C=CCC(=O)[C@@]6([C@H]5CC[C@]7([C@]3([C@]2(OC7=O)C)O4)O)C)O)C,225.5,
76957522,C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CC[N@@+]3([C@]2([C@@H](CC3)OC1=O)O)C)(CO)O)C,124.5,
76961570,C[C@@H]\1[C@H]2[C@H](CC/C1=C\C(=O)OCCNC)[C@]3(CCC[C@]([C@@H]3C[C@@H]2O)(C)C(=O)OC)C,115,
